electric,5184.487607142857,6198.728801371556,122.9864,25083.21
GDP,43460507142857.14,126709243408685.03,409000000000.0,513000000000000.0
Imports,6694822142857.143,17151537492212.54,42400000000.0,72400000000000.0
Exports,6509642857142.857,17256696340162.195,101000000000.0,78700000000000.0
Credits,86370264285714.28,295974483193482.56,189000000000.0,1170000000000000.0
India,0.07142857142857142,0.2584641172333697,0.0,1.0
GDPP,3.6457187357142855,3.4147860749721426,-10.8945,10.3
